,C value,gamma,accuracy,Ham precision,Ham recall,Spam precision,Spam recall
0,0.1,0.1,0.7604040404040404,0.9336238685886691,0.5616051623311151,0.6857018938846321,0.9599271402550091
1,0.01,0.1,0.7693939393939394,0.8366884750880724,0.6704980842911877,0.7242659466756666,0.8686500708358632
2,0.001,0.1,0.7646464646464647,0.7798594847775175,0.7386569872958257,0.7509129348452815,0.7907306213317142
3,0.0001,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
4,0.1,0.01,0.7921212121212121,0.8251513113651647,0.7422867513611615,0.7650303364589078,0.8421372191863995
5,0.01,0.01,0.8090909090909091,0.7757412398921832,0.8705384150030248,0.8519031141868512,0.7474195506982392
6,0.001,0.01,0.7865656565656566,0.7407783417935703,0.8828392821133293,0.8543859649122807,0.6899413074276463
7,0.0001,0.01,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
8,0.1,0.001,0.808989898989899,0.7998436278342455,0.8251663641863279,0.8187709030100334,0.7927545031370168
9,0.01,0.001,0.7971717171717172,0.7597254004576659,0.8703367614438395,0.847594216639014,0.7237401335761992
10,0.001,0.001,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
11,0.0001,0.001,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
12,0.1,0.0001,0.7988888888888889,0.763400780972666,0.8673119580560597,0.8457571495546179,0.7302165553531674
13,0.01,0.0001,0.5014141414141414,0.5011622031328954,1.0,1.0,0.0010119409026512851
14,0.001,0.0001,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
15,0.0001,0.0001,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
