,Epoch,Neurons,batch size,learning rate,accuracy,Ham precision,Ham recall,Spam precision,Spam recall
176,35.0,150.0,150.0,0.01,0.7898989898989899,0.9040134717934325,0.6495261141359145,0.7257377307874389,0.930783242258652
177,50.0,150.0,150.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
178,50.0,150.0,150.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
179,50.0,150.0,150.0,0.01,0.7565656565656566,0.910731550112794,0.5698729582577132,0.6861850816536708,0.9439384739931188
180,5.0,150.0,200.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
181,5.0,150.0,200.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
182,5.0,150.0,200.0,0.01,0.7702020202020202,0.934304207119741,0.5821738253680178,0.6957415565345081,0.9589151993523578
183,20.0,150.0,200.0,1.0,0.6366666666666667,0.6073116924046643,0.7771728171002218,0.689082723691615,0.4956486541185995
184,20.0,150.0,200.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
185,20.0,150.0,200.0,0.01,0.7486868686868687,0.9178221170104836,0.5472877596289575,0.6766527437707043,0.9508196721311475
186,35.0,150.0,200.0,1.0,0.5983838383838384,0.6482654600301659,0.4333534986892519,0.5732725892179195,0.7640153815017203
187,35.0,150.0,200.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
188,35.0,150.0,200.0,0.01,0.7798989898989899,0.9146778042959427,0.6182698124621899,0.7109040928527794,0.9421169803683465
189,50.0,150.0,200.0,1.0,0.7354545454545455,0.7707080055529847,0.6717080056462996,0.7081391179634278,0.7994333130945153
190,50.0,150.0,200.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
191,50.0,150.0,200.0,0.01,0.7892929292929293,0.8626609442060086,0.6890502117362372,0.7403603300218892,0.8899008297915402
192,5.0,150.0,250.0,1.0,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
193,5.0,150.0,250.0,0.1,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
194,5.0,150.0,250.0,0.01,0.768989898989899,0.9078144078144078,0.5997176850171405,0.7003321256038647,0.9388787694798624
195,20.0,150.0,250.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
196,20.0,150.0,250.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
197,20.0,150.0,250.0,0.01,0.7854545454545454,0.9167891796530432,0.6287557975398266,0.7167256501000154,0.9427241449099373
198,35.0,150.0,250.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
199,35.0,150.0,250.0,0.1,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
200,35.0,150.0,250.0,0.01,0.7418181818181818,0.9060493409935789,0.5406331921758419,0.6718052153868319,0.9437360858125885
201,50.0,150.0,250.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
202,50.0,150.0,250.0,0.1,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
203,50.0,150.0,250.0,0.01,0.7813131313131313,0.885485651214128,0.6471062714256907,0.7211599745060548,0.9160089050799434
204,5.0,150.0,300.0,1.0,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
205,5.0,150.0,300.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
206,5.0,150.0,300.0,0.01,0.7984848484848485,0.841789667896679,0.7360354910264166,0.7647375988497483,0.8611617081562437
207,20.0,150.0,300.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
208,20.0,150.0,300.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
209,20.0,150.0,300.0,0.01,0.7767676767676768,0.9062961868164351,0.6182698124621899,0.7095289243516956,0.9358429467719085
210,35.0,150.0,300.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
211,35.0,150.0,300.0,0.1,0.5009090909090909,0.5009090909090909,1.0,0.404,0.0
212,35.0,150.0,300.0,0.01,0.7797979797979798,0.8515051859347331,0.6787658802177858,0.7321338489994955,0.8811981380287391
213,50.0,150.0,300.0,1.0,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
214,50.0,150.0,300.0,0.1,0.4990909090909091,0.404,0.0,0.4990909090909091,1.0
215,50.0,150.0,300.0,0.01,0.7994949494949495,0.859005311443747,0.7174833635813672,0.7566863494268843,0.8818053025703299
