,C value,gamma,accuracy,Ham precision,Ham recall,Spam precision,Spam recall
35,0.016,0.025,0.8122222222222222,0.8118712273641852,0.8136721113127646,0.8125760649087221,0.8107670512042097
36,0.017,0.025,0.8115151515151515,0.8135009122237989,0.8092357330106876,0.8095429836923697,0.8138028739121635
37,0.018,0.025,0.8106060606060606,0.8132872815928485,0.8072191974188344,0.8079550020088389,0.8140052620926937
38,0.019,0.025,0.8102020202020203,0.8162217659137577,0.8015728977616455,0.8043737574552684,0.81886257842542
39,0.02,0.025,0.8098989898989899,0.8167593164504838,0.799959669288163,0.8032916914534999,0.8198745193280712
40,0.001,0.03,0.7673737373737374,0.7172774869109948,0.8840492034684412,0.8482048574445618,0.6502732240437158
41,0.002,0.03,0.7761616161616162,0.7246519246519246,0.8921153458358541,0.8590250329380764,0.659785468528638
42,0.003,0.03,0.785959595959596,0.7361942781104458,0.8925186529542246,0.8629115226337448,0.6790123456790124
43,0.004,0.03,0.7954545454545454,0.7504267668146125,0.8864690461786651,0.8607125185551707,0.7041084800647642
44,0.005,0.03,0.8017171717171717,0.762071378586424,0.8784029038112523,0.8558795411089866,0.7247520744788505
45,0.006,0.03,0.805959595959596,0.7720272206303725,0.8693284936479129,0.8498609823911029,0.7423598461849829
46,0.007,0.03,0.806969696969697,0.7773935202038588,0.8612623512805001,0.843849296413981,0.7524792552114956
47,0.008,0.03,0.8106060606060606,0.7855555555555556,0.8554143980641258,0.8406666666666667,0.7656344869459624
48,0.009,0.03,0.8114141414141414,0.7899474868717179,0.8493647912885662,0.8364711033274956,0.7733252378061122
49,0.01,0.03,0.8133333333333334,0.7972482323714887,0.8412986489211535,0.8313691879151489,0.7852661404573973
50,0.011,0.03,0.8133333333333334,0.8024499319463348,0.832224238757814,0.8250998528484339,0.7943736085812588
51,0.012,0.03,0.8135353535353536,0.8057356118640738,0.827182899778181,0.8217924724474943,0.7998380894555758
52,0.013,0.03,0.8124242424242424,0.8077380952380953,0.8209316394434362,0.817283950617284,0.803885853066181
53,0.014,0.03,0.813939393939394,0.8132663316582914,0.8158903004638032,0.8146192893401015,0.8119813802873912
54,0.015,0.03,0.8123232323232323,0.8136759053206555,0.8110506150433555,0.81097437966512,0.8136004857316332
55,0.016,0.03,0.812020202020202,0.8153501628664495,0.8076225045372051,0.8087409783480353,0.8164339202590569
56,0.017,0.03,0.8123232323232323,0.818705035971223,0.8031861262351281,0.8061569016881828,0.8214936247723132
57,0.018,0.03,0.8116161616161616,0.8202898550724638,0.7989514014922363,0.803353057199211,0.8243270592997369
58,0.019,0.03,0.8111111111111111,0.8218378828922692,0.7953216374269005,0.8010194079592237,0.8269581056466302
59,0.02,0.03,0.8098989898989899,0.8240994312197177,0.7888687235329703,0.7968173879293615,0.8310058692572354
60,0.001,0.035,0.7658585858585859,0.7179402541673543,0.8771929824561403,0.8414475397032023,0.6541185994737907
61,0.002,0.035,0.7743434343434343,0.725916100149229,0.8828392821133293,0.8498319979322823,0.6654523375834851
62,0.003,0.035,0.7839393939393939,0.7373737373737373,0.8832425892317,0.8537878787878788,0.684274438372799
63,0.004,0.035,0.7942424242424242,0.7534698126301179,0.8757814075418431,0.851063829787234,0.7124063954665047
64,0.005,0.035,0.8006060606060607,0.7650506126798082,0.868723532970357,0.8475052705551651,0.73224043715847
65,0.006,0.035,0.806060606060606,0.7757212847033206,0.8620689655172413,0.8441558441558441,0.7498482088646024
66,0.007,0.035,0.8078787878787879,0.7824801330622806,0.8538011695906432,0.8384940966807752,0.7617891115158875
67,0.008,0.035,0.8105050505050505,0.7879693629740333,0.8505747126436781,0.8370354079612932,0.7702894150981583
68,0.009,0.035,0.8111111111111111,0.7945832538622926,0.8400887275660416,0.8297187030277002,0.7820279295689132
69,0.01,0.035,0.8109090909090909,0.7991858887381276,0.8314176245210728,0.8236658932714617,0.7903258449706537
70,0.011,0.035,0.8109090909090909,0.8037787837039952,0.8235531357128454,0.8184270595559244,0.7982189840113337
71,0.012,0.035,0.8118181818181818,0.8065346534653466,0.8213349465618068,0.817319587628866,0.8022667476219388
72,0.013,0.035,0.8109090909090909,0.8096288866599799,0.81387376487195,0.8122075279755849,0.8079336166767861
73,0.014,0.035,0.8107070707070707,0.8111761145854347,0.8108489614841702,0.8102366983613191,0.8105646630236795
74,0.015,0.035,0.8096969696969697,0.8148679090722917,0.8023795119983868,0.8046641419174806,0.8170410848006476
75,0.016,0.035,0.8102020202020203,0.8209670696123385,0.794313369630974,0.800078400627205,0.8261485529245092
76,0.017,0.035,0.8108080808080808,0.8236157718120806,0.7918935269207501,0.798908807482463,0.8297915401740539
77,0.018,0.035,0.8104040404040403,0.8240117746005047,0.7902802984472675,0.7978227060653188,0.8306010928961749
78,0.019,0.035,0.8098989898989899,0.8246465499050433,0.7880621092962291,0.7963572950978492,0.8318154219793564
79,0.02,0.035,0.8090909090909091,0.8261424017003188,0.7838273845533373,0.7936477382098172,0.8344464683262498
80,0.001,0.04,0.7643434343434343,0.7180338757887745,0.8719499899173221,0.8362558019597731,0.6563448694596236
81,0.002,0.04,0.7723232323232323,0.7267393126571668,0.8741681790683605,0.841423125794155,0.670107265735681
82,0.003,0.04,0.7835353535353535,0.7401910610713067,0.8749747933051019,0.846458642892521,0.6917628010524185
83,0.004,0.04,0.7927272727272727,0.7551342812006319,0.867513611615245,0.8436830835117773,0.7176684881602914
84,0.005,0.04,0.7984848484848485,0.7671232876712328,0.8582375478927203,0.8384650735294118,0.738514470754908
85,0.006,0.04,0.8031313131313131,0.7770618556701031,0.8511796733212341,0.8348254252461952,0.7549079133778588
86,0.007,0.04,0.8054545454545454,0.7834049710334516,0.8453317201048598,0.8313915146185975,0.7654320987654321
87,0.008,0.04,0.8067676767676768,0.7908708938120703,0.8350473885864086,0.8246140651801029,0.7783849423193685
88,0.009,0.04,0.8096969696969697,0.7968719830083028,0.832224238757814,0.8237661512391442,0.7870876340821696
89,0.01,0.04,0.8093939393939394,0.8029585798816568,0.8209316394434362,0.8161490683229814,0.7978142076502732
90,0.011,0.04,0.8102020202020203,0.808,0.8146803791086913,0.8124489795918367,0.8057073466909532
91,0.012,0.04,0.8092929292929293,0.808767343655741,0.8110506150433555,0.8098234219606252,0.8075288403157256
92,0.013,0.04,0.8102020202020203,0.8122465531224655,0.8078241580963904,0.8081723027375202,0.812588544828982
93,0.014,0.04,0.8098989898989899,0.815978640377901,0.8011695906432749,0.8040151063406877,0.8186601902448897
94,0.015,0.04,0.8090909090909091,0.8184270595559244,0.7953216374269005,0.8002361739814997,0.8229103420360251
95,0.016,0.04,0.807979797979798,0.8209487825356843,0.788667069973785,0.7959501557632399,0.8273628820076907
96,0.017,0.04,0.8077777777777778,0.823454699407282,0.7844323452308933,0.7934698608964451,0.8312082574377656
97,0.018,0.04,0.8093939393939394,0.8275053304904051,0.7826174631982254,0.7930902111324376,0.836267961951022
98,0.019,0.04,0.807979797979798,0.8300949913644214,0.7753579350675539,0.7885345482156416,0.8407205019226878
99,0.02,0.04,0.807979797979798,0.832391304347826,0.7721314781205888,0.7867924528301887,0.8439587128111719
